question,subject,choices,answer,a,b,c,d,option,1,Ð°,choice,bd,e,db,bcd,cd,dc,ac,acd,ab,3,Ñ,4,all,2,v,bc,abcd,china,holiday,de,vitamin,u,band,32,ad,i,actually,not,correct,indeed,also,mentioned,the,true,done,70,sol,t,rib,f,none,al,abc,low,s,to,in,due,",",.,as,(,through,pol,ba,'},','),"'},",'d,wrong,Unnamed: 73,is,both,abd,there,no,bx,36,30,potassium,pot,k,h,40,pro,fol,dn,13,re,reduc,n,m,r,g,high,bro,5,ld,bb,bs,th,res,letter,mus
"De novo fatty acid synthesis usually signifies which of the following?
",nutrition,"['An excess of fat intake' 'A depletion of energy yielding substrates'
 'Only occurs with prolonged fasting'
 'An excess of energy yielding substrates']",3,0.0001635126451594,0.99775556852015,0.0003347033535672,0.0016997646930748,,,,,,3.7182183961170634e-06,,,,,,,,,,,,2.7203066904361584e-06,,,,,,,,,,,,1.6499494115709335e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following lipoproteins is produced via the exogenous lipoprotein pathway?
",nutrition,"['High density lipoproteins' 'Very low density lipoproteins'
 'Chylomicrons' 'Low density lipoproteins']",2,1.0398762154836195e-05,4.006033049898601e-05,0.9998891615830916,5.143848256160915e-05,,,,,,2.699243836680148e-07,,,,,,,,1.3707891286187466e-06,1.2097171601026803e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The following types of research findings provide strong evidence for an association between diet and skeletal health:
",nutrition,"['Long-term intervention studies that have a large sample size with fracture as an endpoint'
 'Experimental studies which measure bone remodelling through biochemical markers'
 'Experimental studies which have a one-off measure of bone mineral density and bone mineral content'
 'Case reports from individual patients']",0,0.9996949150838828,0.0002033989136322,6.603395916870838e-05,6.142114982635218e-06,,1.994052783911211e-06,1.873239233145769e-06,7.408804887476422e-06,,,,,,,,,1.002672707891422e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which vitamin is required for vision in dim light?
",nutrition,['Vitamin A' 'Vitamin D' 'Vitamin E' 'Vitamin K'],0,0.9997876414475072,0.0001795203104826,1.6697989982484454e-05,6.142847223442724e-06,,1.8734625539746047e-06,1.0027922429172829e-06,6.892083574118007e-07,,,,,,,,,,,,,,,5.042356058831165e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The amount and composition of dietary fat are important factors for influencing blood lipid metabolism. Which of the following statements is correct?
",nutrition,"['Replacement of saturated fatty acids with n-6 polyunsaturated fatty acids is associated with a reduction in plasma triglyceride concentrations'
 'Replacement of saturated fatty acids with monounsaturated fatty acids is associated with an increase in LDL cholesterol'
 'Consumption of soluble dietary fibre and plant stanols/sterols is associated with a significant increases in LDL cholesterol'
 'Replacement of saturated fatty acids with large amounts of carbohydrate is associated with decreased LDL and increased plasma triglyceride concentrations']",3,0.8344230550114454,0.1129235653790145,0.0366609141231989,0.015282542704657,,,,3.788165405754129e-05,,0.0001166837090929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.229837245739622e-05,0.0001495456175799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Additional dietary protein may:
",nutrition,"['Increase risk of hip fracture' 'Decrease calcium excretion in the urine'
 'Stimulate production of insulin-like growth hormone'
 'Reduce muscle mass and strength']",2,0.0020239978541327,0.0521995926497538,0.9252948331095702,0.0192031569733683,,,,,2.5478372886204677e-05,,,6.92573980352738e-05,7.847891344710397e-05,,3.707081380786896e-05,,,,,,,,,0.0007445871995105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Greater milk consumption
",nutrition,"['Has been reported to be associated with a higher incidence of fracture and higher mortality in a few studies'
 'During puberty seems to be associated with higher bone mineral density in later life'
 'Is consistently associated with a lower rate of fractures'
 'In countries with the highest rate of fracture suggests that milk consumption is beneficial to the skeleton.']",0,0.0084314682566543,0.9720681780554352,0.0107977284613262,0.0084092793810732,,,,,1.839522395641621e-05,1.839522395641621e-05,,,,,,,,,,,,1.5250176295318706e-05,,3.894268942132699e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It is correct to state about the epidemiology of Anorexia Nervosa that:
",nutrition,"['Females are three times more affected than males'
 'It never happens in children or post menopausal women'
 'Males from any socioeconomic background can be affected'
 'Prevalence rates are 2% for female adolescents']",2,0.3300865636435287,0.1766826055907597,0.2002076212089856,0.291300370000207,,,,,,7.149376285627858e-05,,,,,2.6301085526811383e-05,,,,,,,,,,,,,,,,,,4.073591815089315e-05,,,7.149376285627858e-05,,,,,,,,,,,,,0.0009034196709137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What should elite athletes ideally consume during prolonged high intensity exercise (>2.5 hours)?
",nutrition,"['60 g glucose per hour' '60 g glucose plus fructose per hour'
 '90 g glucose per hour' '90 g glucose plus fructose per hour']",3,0.0001230762436311,0.9973068216841556,6.587796598276863e-05,0.002472052435821,,,,,6.522801948030128e-06,1.6492226080543506e-06,,,,,,,,,,,,5.756352515309353e-06,,,,,,,,,1.549301261493566e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What endogenous substrate source provides the most energy during moderate to high intensity exercise?
",nutrition,"['Liver glycogen' 'Muscle glycogen' 'Intramuscular lipid'
 'Adipose tissue lipid']",1,2.7017851102004034e-05,0.9996635276347224,0.0002033971678528,6.603339239712286e-05,,,,,,,,,,,,,,1.7597303014406837e-06,,,,9.513012131611605e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9013047786808034e-06
"How does agricultural research help reduce hunger and poverty?
",nutrition,"['Transnational private-sector firms are the main source of research oriented towards poor farmers and consumers.'
 'Agricultural research mainly benefits commercial farmers in developed countries.'
 ""Research focused on the problems of poor farmers and consumers is a 'public good' with little profit potential but high social benefits; public investment is needed to support it.""
 'Pro-poor research should only focus on organic farming.']",2,0.0001110459732855,0.000912523866193,0.9989142722040096,2.2803234465222284e-05,,,,,,1.3694406727477642e-06,,,,,,,,1.0771485255682146e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Severe acute malnutrition in young children is defined as:
",nutrition,"['Weight-for-age Z score <-3' 'Height-for-age Z score <-3 and oedema'
 'Height-for-age Z score <-3 or weight-for-height Z score <-3 or oedema'
 'Height-for-age Z score <-3 or weight-for-age Z score <-3 or oedema']",2,0.0442573545435447,0.0643940708945715,0.8889389708105585,0.0022034444617822,,,,,,6.588176496633822e-06,,,,,2.447804522610437e-05,,5.130877014591046e-06,,,,,,,9.681254689636255e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.230833410668612e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What are the main metabolites of alcohol metabolism?
",nutrition,1.775272523485144e-05,0,0.9985419861596292,0.0013248294835706,4.000638388457551e-05,8.926630843124894e-06,,,,6.53086263866731e-06,,,,,,,1.0115197930985592e-05,,7.877724069573834e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy that is expended for standing at an office desk, walking to a file cabinet, and other office job-related activities is referred to the following energy expenditure component:
",nutrition,"['Non-exercise activity thermogenesis (NEAT)'
 'Structured (volitional) exercise activity thermogenesis'
 'Physical activity (non-resting) energy expenditure'
 'Basal metabolic rate']",0,0.999704746859254,9.608287537703196e-05,0.0001795064435016,1.0127060558413417e-05,,7.809150578825604e-07,5.367145469291152e-07,1.0027147825953864e-06,,4.179937094342092e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Are most developing-country farmers engaged in subsistence or commercial production?
",nutrition,"['Almost all are subsistence farmers.'
 'Very few engage in subsistence production, instead selling almost all of their produce on the market.'
 'Virtually all small-scale producers are engage in some self-provisioning and market sales.'
 '37% engage in pure subsistence production.']",2,0.9341766395093956,0.0043259692958005,0.059721869842174,0.0015914351670639,,3.705771647128389e-06,3.0721926007967783e-06,,,1.8819461280219e-05,,,,,7.923289146563432e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following statements about protein synthesis is correct?
",nutrition,"['All the information in DNA codes for proteins'
 'The mRNA formed by transcription of a region of DNA only contains information for the protein to be synthesised.'
 'Both strands of DNA are transcribed to form mRNA.'
 'The RNA formed by transcription of DNA undergoes splicing and further modifications to form mRNA.']",3,0.0001583848765917,0.9995338519569916,6.602463954257882e-05,0.0002033702071627,,,,,,1.8729748557023456e-06,,,,,,,2.1223585603721755e-06,,,,,2.7251623348426776e-06,,,,,,,,,1.5527506929969784e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following is closest to the amount of retinol formed from Ã-carotene?
",nutrition,"['2 mol retinol /mol Ã-carotene' '1 mol retinol /mol Ã-carotene'
 '0.15 mol retinol /mol Ã-carotene' '0.1 mol retinol /mol Ã-carotene']",2,0.9968255816802212,0.0005513230826519,0.0024708586337465,9.580554050404068e-05,,4.480884757205573e-06,,4.769876995094831e-06,,3.4897165577644227e-06,,,,,3.4897165577644227e-06,,,,,,,8.911303413534875e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From the list of oral microorganisms, which is primarily responsible for the initiation of dental caries?
",nutrition,1.7601834763725716e-06,0,0.9999170018272135,4.006159126759891e-05,2.1443424570638894e-05,4.494785969521554e-06,,1.8737055572773771e-06,,1.7601834763725716e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.421583220187048e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which statement about the oral phase of digestion is INCORRECT?
",nutrition,"['About 2% of the energy content of food is expended during the action of chewing and swallowing it.'
 'Swallowing involves contraction and relaxation of at least 14 groups of muscles in about 10 seconds in healthy subjects'
 'The biofilm covering tooth enamel contains several salivary and bacterial enzymes'
 'Salivary amylase digests the dextran film on tooth enamel formed from dietary sucrose']",3,0.0001002844718091,9.606372624544484e-05,0.0002622642796844,0.9995121842458332,,,,,,6.537218611827309e-06,,,,,,,,,,3.724794886530527e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
