question,subject,choices,answer,d,c,b,a,4,four,e,д,f,how,cho,ch,choice,,/,',(,all,monitor,mon,me,mechanical,m,mechan,recogn,rec,seen,recognized,ack,not,bc,1,dem,the,democr,or,and,б,\,а,high,ab,ach,social,soc,s,aff,affe,inc,none,in,false,dis,discrimination,ad,discrim,these,those,given,options,provided,them,stream,sol,option,cultural,cul,active,r,ba,both,co,cd,aug,august,sub,re,decl,inst,institutional,agg,ag,aggreg,girl,g,select,is,wrong,african,ca,pos,cont,3,с,pl,comp,inter,move,ident,confirmed,considered,definit,determined,verified,concl,concluded,deemed,accepted,people,so,characteristics,nature,"""",group,members,individuals,response,gent,gen,n,sc,power,em,employment,assets,without,{',i,since,there,if,using,assuming,rules,function,func,class,one,self,h,school,bb,working,part,participant,player,any,2,this,econom,total,mass,stud,unknown,no,vertical,vert,v,leading,lead,le,mod,modern,income,ince,accept,deleg,de,sm,service,non,acc,ac,global,glob,w,bw,sal,family,description,expl,ex,br,brain,machine,l,bi,ber,an,govern,multi,fore,are,remains,for,by,fo,remain,absolute,abs,wide,glass,gl,organ,nc,nu,shared,sh,typically,found,typical,commonly,common,usually,associated,normally,generally,cl,conf,personal,confirm,aud,children,collect,rac,racism,racist,dec,decre,we,gener
The 'Great Migration' of 1916-1919 meant that Chicago became an ethnically diverse city. The consequence of this was:,sociology,"[""assimilation: all racial boundaries were dissolved by the 'ethnic melting pot'""
 'multiculturalism: all ethnic identities were celebrated equally'
 ""most ethnic groups were integrated into mainstream society, but the black population remained in the city's ghettos""
 'racism: the white host population were hostile and prejudiced towards migrants']",2,0.9998716307231817,1.473690820085398e-05,5.4214055535250076e-06,4.222194890432939e-06,4.7371713787745914e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5532586968093886e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48401951563921e-05,2.429705401510311e-05,5.042692683649829e-07,,,,
"According to Scott (1990), a document is 'authentic' if it:",sociology,"['is a sincere and accurate account, free from political bias'
 'is representative of all the similar documents that did not survive'
 'has both a literal and an interpretable meaning'
 ""is a 'sound' original, or reliable copy, of known authorship""]",3,0.05737565334505176,0.017498585613779837,,0.3301741276368328,,,,,,,,,,,,,,,,,,,,,,,,,,0.03393698552012457,,,,0.17672947521890253,,,,,,,,,,,,,,,,0.16728837019639697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027102339581865566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017498585613779837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following is not a consequence of global tourism?,sociology,"['decreased rates of prostitution and sex tourism'
 'developing countries can depend on it as a crucial source of income'
 'the exploitation of cheap, unregulated labour in poor countries'
 ""we have become more aware of 'other' societies and ways of living""]",0,0.00033333679157029986,0.00012262775260476347,0.002173628923981105,0.9936823793770252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035837082415766794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7925248768290105e-05,1.464579648546386e-05,6.918184397985032e-06,
Which of the following did Thatcher's government not strive to achieve:,sociology,"['marketization and privatization'
 'individual freedom, choice and responsibility'
 'generous financial benefits for single parents, students and the unemployed'
 'the rolling back of the welfare state']",2,4.539352229612935e-05,0.9998615712471355,6.961322106697438e-06,8.480626452335312e-05,,,3.05859147333124e-07,,7.733330318489147e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4502243345213897e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.411156014534813e-08
One of the ethical problems with covert participant observation is:,sociology,"['not being able to write comprehensive fieldnotes or record conversations'
 'deceiving the respondents as to the reason for your presence'
 'observing people outside of their natural setting'
 'subjecting the participants to physical harm']",1,2.5612374761140125e-06,1.0676826271691727e-06,0.9999810583489008,1.3007037157436464e-05,,,,,,,2.51095126269266e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,3.224125241361553e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0478505906777615e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The embourgeoisement thesis suggests that:,sociology,"['capitalists are being replaced by salaried managers with bureaucratic authority'
 'the affluent working class is adopting middle class values and ways of life'
 ""white collar occupations are being 'deskilled' by the introduction of new technologies into the workplace""
 'the class structure has fragmented and there are no longer any distinct social classes']",1,4.73779486497862e-07,9.422230171177557e-07,0.999978580839837,1.892505520019597e-05,,,,,,,1.8553471271660728e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,5.658483641279095e-08,,,,,,,,,6.825434133964623e-08,,,,,,,,,,,,,4.691047703367829e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women have been excluded from the public sphere because:,sociology,"['industrial capitalism separated the middle class home from the workplace'
 ""those who enter paid employment have been 'sidelined' into particular fields""
 ""it is difficult to succeed in 'malestream' politics without compromising their femininity""
 'all of the above']",3,0.9999924750866823,2.726443902332978e-06,9.422338000661571e-07,2.4060782988795103e-06,,,1.0571580332898848e-07,2.845302246896975e-08,,,,,,,,,,1.1146018763325423e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economic aid has largely failed to promote modernization in the developing countries because:,sociology,"['there are no clearly defined projects into which the money can be directed'
 'the United Nations has refused to call on rich countries to provide it'
 'debt repayments with interest can be greater than the amount of money received'
 'debt repayments with interest can be greater than the amount of money received']",2,0.9998726845726598,2.372560166181097e-06,2.093776997850411e-06,,,,,,,,,,,5.346646869245453e-06,,2.251022411259313e-05,1.4390304828017359e-06,,,,,,,,,,,,,,,,,,,5.7481870992551724e-05,1.5471035695767287e-05,,1.4390304828017359e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How is terrorism different from the types of crime described by the Chicago School?,sociology,"['it is committed on a larger, often global, scale, and is well organized'
 'it is associated with political conflict between states and their citizens'
 'it can have far-reaching effects upon international relations'
 'all of the above']",3,0.9998099664684296,1.9943114287458062e-06,5.042408955528761e-07,6.960830850308587e-06,,,,7.732784581936834e-08,,,,,,,,,,0.00018015359368975467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The human relations approach emphasized the importance of:,sociology,"['scrutinizing employees as they interacted with customers'
 'teamwork, communication and employee satisfaction'
 'strict control and discipline to ensure high productivity'
 'providing therapy and counselling in the workplace']",1,,1.6699662132843218e-05,5.1438580672822107e-05,0.9998963640545762,,,,,,,6.143462373182259e-06,2.4058144326153734e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.726198286125976e-06,,,,,,,,,,,,,,,,,,,,7.888361833630811e-06,,,,,2.9019661431142372e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following did Domhoff not identify as a process of decision-making in the USA?,sociology,"['the ideology process' 'the exploitation process'
 'the policy-formation process' 'the candidate-selection process']",1,0.9876867765186862,0.008545618255583984,0.0013104366127928138,0.002448217904321349,,,3.0514462326516675e-06,,7.247820086051739e-07,,,,,,,,,,,,,,,,,,,,,,,,,4.1296834017720817e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
