question,subject,choices,answer,c,the,d,b,a,3,yes,not,none,s,Ð°,option,(,all,e,options,choice,ab,Ð±,other,national,4,n,business,bus,comput,both,cho,con,Ð´,ad,sol,2,ba,bl,and,or,Unnamed: 41,&,',Ñ,state,states,g,1,inc,poss,maybe,possible,trans,wrong,when,cd,bo,f,ac,\,bc,pe,.,in,involved,within,",",that,on,among,towards,multiple,there,correct,db,true,?',an,aid,p,per,no,ap,o,k,soc,res,false,best,intern,global,cl,is,would,to,for,should,can,does,century,-,centuries,siÃ¨cle,cent,third,worldwide,vulnerable,online,ind,h,as,under,according,dis,bb,**,di,agents,agent,ag,agencies,9,bd,eff,correctly,defined,accurate,valid,applicable,appropriate,with,market,mark,w,first,partial,unknown,part,one,any,abc,med,{',:,therefore,comprehensive,act,cor,social,strong,ce,acy,cy,ancy,ity,acies,icity,acity,ality,ency,icy,pre,mal,ve,v
"According to Krause and Williams, what agenda would most likely attract scholars to the 'broad church' of security studies?",security_studies,"['To question the referent object, to question the traditional conception of military security as paramount to the state, and to change the way in which security is studied.'
 'To address security from a positivist perspective, challenging the dominance of traditional security paradigms, and shifting academic attention to the individual as a referent point.'
 'To question the dominance of liberalism and realism in the international system, to apply critical knowledge to the security dilemma faced by states and to redress the power imbalances that lead to intra-state conflict.'
 'To account for all possible referent objects and expand the definition of security so far as to allow for a broadening of the school to encompass any agent that threatens those referent objects.']",0,3.0892889147149183e-06,,0.9999330534411393,3.120071276976224e-05,3.120071276976224e-05,,,,,7.733890844768547e-08,,,,,1.1252744780732545e-07,,2.102287489763471e-07,,,,,1.1978473043139116e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"According to George and Simons, what factors influence the outcomes of an act of coercive diplomacy?",security_studies,"['Global strategic environment; type of provocation; image of war.'
 'Unilateral or coalitional coercive diplomacy; isolation of the adversary; clarity of objective; strength of motivation and asymmetry of motivation.'
 'Sense of urgency; strong leadership; domestic support; international support; opponents fear of unacceptable escalation; clarity concerning the precise terms of settlement.'
 'All of these options. George and Simons distinguish between contextual variables and conditions favouring success, and the idea that they should be used by decisionmakers at different stages in the policymaking process.']",3,0.0011631906853295,,0.9934401689322768,0.0052130589811606,0.0001574208159213,,,,,,,9.360583879015052e-07,,1.36347714488482e-05,9.360583879015052e-07,2.5444705062093297e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the significance of anarchy to the realist explanation of international politics?,security_studies,"['Anarchy means that the state exists as part of society being indistinguishable from national government and the domestic character of the state.'
 'Anarchy refers to the lack of over-arching power in the international system - there is no controlling power beyond the multiple states. In the absence of such authority, states have their own agenda for achieving security, and can determine their own goals and behaviour.'
 ""Anarchy means that there is little continuity in a government's foreign policy over time. Leaders come and go and their foreign policy changes, which is reflective of different preoccupations and ideologies.""
 'Anarchy means that the structure of the international system is distinctive because states have a strong sense that they are part of a larger entity in international politics with overarching interests and goals, making association unlimited and important.']",1,7.338145207850498e-07,,5.714953234165645e-07,0.9999938786960836,2.9022927300980684e-06,,,,,3.058994032038727e-07,,,,,,,,6.023516392883778e-08,7.734348146298034e-08,,,,,,,,,,,,,2.3823469475625147e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following ideas have become mainstreamed within human security since the Human Development Report?,security_studies,"['Limiting security analysis to military engagement is too restrictive.'
 'Security is a contestable concept.'
 'Focusing security only on violent conflicts is too restrictive.'
 'All of these options.']",3,4.533714962962423e-05,,0.9986203331295724,0.0002956353521661,0.0010318687694097,,,,,,,9.917470671885703e-08,,4.988453070352435e-06,,5.707104884042236e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the statements below is not one of the eight themes of post-Marxist critical security theory identified by Ken Booth as being important to critical security theory?,security_studies,"['All knowledge is a social process.'
 'The test of theory is emancipation.'
 'Human society is a constant and unchanging phenomenon.'
 'Human society is its own invention.']",2,0.9999073928839144,,2.4298467516276408e-05,1.0129108243927613e-05,5.143985613561969e-05,5.421720948268174e-06,,,,,,,,,2.873406834630144e-07,,,,,,,,,,,,,,,,,,,,,,,,,,9.930228304396533e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.265110226504814e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which statement best defines the term 'international regime' in relation to liberalism?,security_studies,"['The term international regime refers to the governmental or political apparatus that defines the state within the international system.'
 'The term refers to a set of formal or informal principles to which governmental actors subscribe in their decision-making on a particular subject.'
 'International regimes are independent bodies established by a collaboration of governmental and non-state actors to oversee international decision-making processes.'
 'International regimes are also known as international organisations and play a fundamental role as lobbyists, advocating the views of interest groups to state actors.']",1,5.714778830295046e-07,3.888955799656267e-08,5.368537884269082e-07,0.999962687379278,3.5356084658073444e-05,,,,,,,,,,,,,3.028721822102382e-08,4.139771899710569e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3155723385180666e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How can we define energy security?,security_studies,"['To achieve energy security is to ensure that there are currently sufficient energy resources to sustain the current consumption and demand for energy across the globe.'
 'Energy security refers to the ability of the current energy supplies to meet the demands of state military consumption, placing the military at the core of the security paradigm.'
 'To achieve energy security is to secure the supply of energy that is needed in the current context and in the future, with regards to foreseeable changes in demand where relevant.'
 'Energy security refers to the ability of individuals, economic and non-state actors to access the energy required for sustaining their growth and development.']",2,0.9999094230547092,,2.0144213942085008e-05,5.828921576134541e-05,6.539868759292366e-06,,,,,4.4504365428132933e-07,,4.4504365428132933e-07,,,,,,,,,,,,,,,,,,,,2.123184528904056e-06,,,,,,,,,3.058737321815136e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the characteristics of a weak state?,security_studies,"['The most important characteristics of weak states are their frequent inability to establish and maintain a monopoly of control over the instruments of violence. Even within states with well developed coercive power they do not always retain absolute loyalty and are faced with a real possibility of military intervention. Whilst armed forces are ill-equipped, poorly managed and prone to factional divisions, social actors are powerful enough to resist governance. Therefore, monopoly over the instruments of violence is infrequent.'
 'Weak states possess high levels of social-political cohesion which is correlated to the hegemonic enforcement idea of the regime, which in turn becomes accepted to the point of being legitimized as the social norm.'
 ""Weak states have a monopoly on the instruments of violence and have the coercive capability to force compliance even when social actors attempt to resist. The regimes lack popular legitimacy, the integrity of the regime's survival is consolidated by power resulting in the naturalization of violence within society.""
 ""Weak states do not utilize coercive capabilities in normal policy. State institutions typically have a developed bureaucracy which legitimizes the regime's ability to rule. Paradoxically, however, the more a weak state exercises its coercive power the more it reinforces its infrastructural power but reduces its ability to rule.""]",0,1.8553665906340977e-07,,1.444960953670358e-07,7.411235848116051e-06,0.9999912181608392,,,,,6.02349341503609e-08,3.9278111031949866e-07,7.265719964404618e-08,,,,5.315714281508057e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is distinguishable about security studies theory?,security_studies,"['Security studies theory refers to the historical systematic distinction between strategic studies and security studies and the interrelation between general International Relations (IR) theory, security studies, and security theory.'
 'The centre of the security studies debate has been to give form to policy questions - strategy, economy of defence, decision making - and to the systematic division of labour that has governed those distinctions.'
 'Security theory is a specific subset of security studies and one whose development has gone through distinctive phases and divided more strongly than comparable fields, often without mutual recognition.'
 'Security debates structured scholarship centred on offensive versus defensive realism, the relative importance of ideational variables and the role of power and institutions in orders and empires.']",2,0.9999773392908492,,7.889114162311994e-06,6.144048287348291e-06,1.9946804360564657e-06,3.2562262996592295e-07,,,,1.5534586855779869e-06,,,,,,,,,,,,,,,,,,,,,,2.902242909369048e-06,,,,,,,,,3.2562262996592295e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How does the preoccupation with human rights affect the human rights orientated school of liberalism?,security_studies,"['Modern human rights oriented liberalism is concerned with self-determination.'
 'Human rights orientated liberalism will advocate separatism where conflict and bloodshed seem inevitable without it.'
 'Human rights orientated liberalism is particularly focused on persons subject to economic, sexual, gender, religious, and political persecution, discrimination, or deprivation.'
 'All of these options.']",3,0.9998473563618512,,0.0001233899156129,1.5687267357869565e-05,2.4057203655536154e-06,,,,,,,5.704149515226064e-06,,,3.465768786365396e-07,1.067531941021689e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What would be the policy implications of a hierarchical vision of TNC?,security_studies,"['Hierarchical forms of transnational criminal activity are primarily territorially affiliated to a particular state / ethnic-cultural group and have limited transnational potential.'
 'The hierarchical analysts believe that generally there has been a tendency of officials to have over-inflated the estimation of the levels of violence and wealth generated by their activities. If the wealth is not as great as is widely believed, their threat to the licit economy is vastly reduced.'
 'Hierarchical forms of organization are highly adaptable and small fluid groups enable a pronounced degree of resilience (attributable to the logic of supply rising to meet demand) against law enforcement efforts confined to rigid ranking of cooperation.'
 'Hierarchical groups pose a serious degree of harm by their profit-driven crimes under centralized leadership. Targeting the proceeds or leadership would therefore produce a reduction in their threat on the legitimate economy.']",3,6.962165289689028e-06,,0.9999845789120144,4.785021560773912e-06,2.5612374761140125e-06,,,,,,,5.658516019474842e-08,,,1.0571499678449342e-07,,,,,,,1.4449513075475077e-07,,,,,,,,8.233092227815452e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What role does the concept of 'human security' have in our understanding of security studies?,security_studies,"['Human security as a concept has struggled to gain recognition amongst scholars of security studies, or in the policy-making community. There is a general failure to recognise the political and academic value of human security as a concept.'
 'The concept of human security gained increasing currency in the mid-1990s, serving to highlight critical issues. In particular, the study of human society has focuses on the problem of intra-state violence, which has become the dominant issue for post-Cold War security studies.'
 'The concept of human security does not challenge traditional state-centric arguments in so far as these concern the protection of the state from external military violence. However, it does show that state-centric realism is insufficient because it does not address the security of people within states.'
 'Human security has become the dominant concept in understanding contemporary security studies. After the end of the Cold War, the state-centric security paradigm was made irrelevant and today there is a universal understanding that human beings and individuals within states should be the focal point of security.']",2,3.5348734856724416e-05,,3.499998719513476e-06,0.9997550949923308,0.0002034179241999,,,,,,,1.1976337027499174e-07,,,,,5.713590845551755e-07,1.8549313654844573e-07,,,,,,,,,,,,,,,,1.974564160231144e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
