question,subject,choices,answer,a,b,c,d,f,e,4,1,true,ab,s,ac,abc,all,o,v,2,3,none,false,bc,both,sol,correct,g,n,ind,india,h,',k,cd,u,ua,not,Ð°,ad,option,day,an,the,(,th,bi,tr,trim,dc,de,me,al,gl,fl,l,cl,any,first,Unnamed: 60,Ñ,0,gender,m,parent,le,t,6,pot,yes,i,no,na,w,sy,prote,ch,fol,gal,p,av,med,dn,red,r,8,9,mi,high,ins,in,ld,dl,stre,da,dd,ba,co,vl,bd,mus,br,z,res,ne,non
"What should elite athletes ideally consume during prolonged high intensity exercise (>2.5 hours)?
",nutrition,"['60 g glucose per hour' '60 g glucose plus fructose per hour'
 '90 g glucose per hour' '90 g glucose plus fructose per hour']",3,0.2095950501971697,0.4437804044594854,0.0771220675973309,0.2691214695499759,,0.000158429441899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What endogenous substrate source provides the most energy during moderate to high intensity exercise?
",nutrition,"['Liver glycogen' 'Muscle glycogen' 'Intramuscular lipid'
 'Adipose tissue lipid']",1,0.4942891015596887,0.4942812797367731,0.0109244650387333,0.0003976583132319,,,,,,,3.5496308207468724e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How does agricultural research help reduce hunger and poverty?
",nutrition,"['Transnational private-sector firms are the main source of research oriented towards poor farmers and consumers.'
 'Agricultural research mainly benefits commercial farmers in developed countries.'
 ""Research focused on the problems of poor farmers and consumers is a 'public good' with little profit potential but high social benefits; public investment is needed to support it.""
 'Pro-poor research should only focus on organic farming.']",2,0.0021808817562701,0.00026046918159,0.997074742632996,0.0004571376501443,,2.116967307856661e-06,,,,,2.39883823009082e-06,,,,,,,9.999845494776776e-07,,,,,1.2840055778243783e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Severe acute malnutrition in young children is defined as:
",nutrition,"['Weight-for-age Z score <-3' 'Height-for-age Z score <-3 and oedema'
 'Height-for-age Z score <-3 or weight-for-height Z score <-3 or oedema'
 'Height-for-age Z score <-3 or weight-for-age Z score <-3 or oedema']",2,0.6696072905340492,0.3163009948295058,0.0074378241231714,0.0065638567506677,,4.379055893185693e-06,,,,7.21984259668e-06,,4.379055893185693e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What are the main metabolites of alcohol metabolism?
",nutrition,"['Acetaldehyde, acetate,' 'Pyruvate, beta-hydroxybutyrate,'
 'Acetyl-CoA, lipids,' 'Acetone, lactate']",0,0.9955437201232804,0.0027959552732897,0.0012406976316293,0.0001154028564708,,,,1.546399161288962e-06,,4.763244751754973e-06,,0.0002795510762907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy that is expended for standing at an office desk, walking to a file cabinet, and other office job-related activities is referred to the following energy expenditure component:
",nutrition,"['Non-exercise activity thermogenesis (NEAT)'
 'Structured (volitional) exercise activity thermogenesis'
 'Physical activity (non-resting) energy expenditure'
 'Basal metabolic rate']",0,0.9992540789622966,0.0004876950914881,0.0001583314147701,7.479046458559891e-05,,,,1.6523365846028217e-06,,,1.3698351416704917e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2860636781612623e-06,1.2088752695757397e-06
"Are most developing-country farmers engaged in subsistence or commercial production?
",nutrition,"['Almost all are subsistence farmers.'
 'Very few engage in subsistence production, instead selling almost all of their produce on the market.'
 'Virtually all small-scale producers are engage in some self-provisioning and market sales.'
 '37% engage in pure subsistence production.']",2,0.9952436195360652,0.0007067145186597,0.0014961146477431,0.0024666760431401,,,,,,,6.928385349747198e-06,,,,,,,,2.888180710006605e-06,,,,,,,,,,,,,,,,,,,1.4497428659890832e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following statements about protein synthesis is correct?
",nutrition,"['All the information in DNA codes for proteins'
 'The mRNA formed by transcription of a region of DNA only contains information for the protein to be synthesised.'
 'Both strands of DNA are transcribed to form mRNA.'
 'The RNA formed by transcription of DNA undergoes splicing and further modifications to form mRNA.']",3,0.0002160302558322,0.9975735390964942,0.000260582229375,0.0019267421922226,,8.828662793793349e-07,,,,,1.2845628567528466e-06,,,,,,8.293761155664788e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which of the following is closest to the amount of retinol formed from Ã-carotene?
",nutrition,"['2 mol retinol /mol Ã-carotene' '1 mol retinol /mol Ã-carotene'
 '0.15 mol retinol /mol Ã-carotene' '0.1 mol retinol /mol Ã-carotene']",2,0.3906116929769343,0.4426191961549234,0.0678927475885425,0.0987624245943739,,2.9234480537242158e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From the list of oral microorganisms, which is primarily responsible for the initiation of dental caries?
",nutrition,['Mutans streptococci' 'bifidobacteria' 'Lactobacilli' 'P. gingivalis'],0,0.1061075378412755,0.0041130758184965,0.888504458616022,0.0011784159518489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5081897826344857e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Which statement about the oral phase of digestion is INCORRECT?
",nutrition,"['About 2% of the energy content of food is expended during the action of chewing and swallowing it.'
 'Swallowing involves contraction and relaxation of at least 14 groups of muscles in about 10 seconds in healthy subjects'
 'The biofilm covering tooth enamel contains several salivary and bacterial enzymes'
 'Salivary amylase digests the dextran film on tooth enamel formed from dietary sucrose']",3,0.1307405747177423,0.0792947574724549,0.0374911241156189,0.7520782535484388,2.2037816162886165e-05,0.0001628386599254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
